Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,Salary
lead business systems analyst,7 - 8 yrs,analyst,programming & design,gurgaon,other,"banking, financial services, broking",other,77.00270015,28.42826235,5581
sr. manager- art in mumbai || opportunity @ client side,7 - 12 yrs,art director,senior management,mumbai,"design , creative , user experience","internet, ecommerce",creative director,72.8773928,19.0759899,1832
hiring for domestic/ international processes.contact the hr asap,0 - 3 yrs,fresher| icse| inbound process| outbound| international bpo| uk process| bcom| communication skills| back office| cbse| web chat| chat process| aviation| guest relations| public speaking| pr,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),88.35769124,22.5414185,4974
sr . manager,7 - 10 yrs,automobile| warehouse| problem management| manager operations,programming & design,ahmedabad,top management,"recruitment, staffing",head/vp/gm-operations,72.5797068,23.0216238,6362
manager learning & development,10 - 15 yrs,vide,senior management,bengaluru,"hr , recruitment , administration , ir","semiconductors, electronics",head/vp/gm-training & development,77.590082,12.9767936,4563
urgent requirement for cce telesales for night shift.,1 - 6 yrs,outbound| telesales| night shift| english| process| technical| inbound calls| service| printers| business executive,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,2023
vancancy for inbound tech sales executive,0 - 3 yrs,outbound| service| technical support| process| inbound calls| domestic bpo| bonus| business executive| comp,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,6234
infrastructure sso architect- looking for early joiners,10 - 20 yrs,single sign - on| single sign on| it infrastructure| sso,system design/implementation/erp/crm,"gurgaon,australia","it software - application programming , maintenance","it-software, software services",solution architect / enterprise architect,-79.0305722,-8.123729,4185
sr. architect / project position: sr. architect / project,10 - 15 yrs,layout| coordinating| material selection| ms| mep| photoshop| corel draw| co| monitoring| plumbing,architectural services,"mumbai,thane","architecture , interior design","real estate, property",architect,72.9701779,19.1943294,1933
nosql (couchdb/redis/bigtable/dynamodb),4 - 6 years,coding|database design|test cases|analytical|nosql|cassandra,programming & design,bengaluru,"it software - dba , datawarehousing",it-software / software services,software developer,77.590082,12.9767936,5722
immidate opening for voice & accent trainer @ vee technologies,3 - 4 yrs,accent| auditing| soft skills| training needs| customer service| process compliance,training,bengaluru (vasanth nagar),"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",voice & accent trainer,77.58516878,12.98872125,6823
walk- in | hdfc life | we are hiring freshers:5th till 20th aug@ delhi,0 - 2 yrs,sales| fresher| marketing,retail sales,"delhi ncr,agra,aligarh,bareilly,faridabad,ghaziabad,meerut,moradabad,muzaffarpur","sales , retail , business development",insurance,sales/business development manager,77.1212148,19.0759899,2327
ait global india private limited is looking for java developer.,2 - 5 yrs,java ee| hibernate| core java| software development| spring mvc| multithreading| ood| jdbc| spring boot| jsf,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,4770
"cloud engineer cloud based it mnc in gurgaon , salary 7 - 8 lpa",2 - 4 yrs,virtualization| cloud computing| server architecture| windows troubleshooting| customer satisfaction| manager technology| deployment| management,programming & design,gurgaon,it software - system programming,"real estate, property",technical architect,77.00270015,28.42826235,4307
relationship manager - bangalore,2 - 4 yrs,business development| sales| sales marketing| marketing executive| sales executive| sales officer| sales manager| area sales manager| territory sales manager| territory manager| area manager| regional manager| regional sales manager| regional business manager,retail sales,bengaluru,"sales , retail , business development","education, teaching, training",sales executive/officer,77.590082,12.9767936,6228
territory sales manager-passive networking-mumbai/bangalore/hyderabad,3 - 8 yrs,sales| sale| networking sales| it solution sales| structured cabling| passive networking| data center| cable tray| cabling| data center rack| data - centre rack| lan| utp cables,corporate sales,"bengaluru,hyderabad,mumbai","sales , retail , business development","electricals, switchgears",sales/business development manager,78.5453172,17.3562,6061
business development manager,3 - 5 yrs,marketing executive| distributors| customer profiling| sales strategy| market research| business development| sales executive,retail sales,"bengaluru,mumbai,delhi","sales , retail , business development","it-software, software services",sales/business development manager,73.018309,19.0061273,5052
senior manager-fundraising,12 - 18 yrs,fundraising| finance,operations/processes/finance/legal,bengaluru,"financial services , banking , investments , insurance","medical, healthcare, hospitals",finance/budgeting manager,77.590082,12.9767936,4754
bulk hiring travel sales consultants us /uk shifts call asap,1 - 5 yrs,worldspan| travel sales consultants| galileo| amadeus| gds,voice,"delhi ncr,gurgaon","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.10436033,28.42208445,6213
ui developer (frontend developer),3 - 8 yrs,front end| email| pdf| min| ui| phone| strategic hr| doc| consultancy| recruitment,programming & design,mumbai,"it software - application programming , maintenance","construction, engineering, cement, metals",software developer,72.8773928,19.0759899,6069
netsuite technical consultant,3 - 5 yrs,cvs| erp| rest| middle east| technical| customization| e-commerce| crm| open| who,system design/implementation/erp/crm,mumbai,"it software - erp , crm","it-software, software services",outside technical consultant,72.8773928,19.0759899,6352
"java full stack – technical lead, senior engineer",6 - 11 years,java|angular js|hibernate|core java|technical leader|technical|javascript|spring|jquery|js framework,programming & design,bengaluru,"it software - application programming , maintenance",it-software / software services,software developer,77.590082,12.9767936,2456
adm - external affairs &amp; csr - bangalore,8 - 13 yrs,senior management| ngo| key skills| corporate social responsibility| govt liasioning| corporate pr| external communications,csr & sustainability,bengaluru,csr & sustainability,"automobile, auto anciliary, auto components",csr manager,77.590082,12.9767936,3893
immediate opening asp.net mvc developers for mumbai (worli),3 - 5 yrs,asp.net mvc| entity framework| api,programming & design,mumbai,"it software - application programming , maintenance","it-software, software services",software developer,72.8773928,19.0759899,6003
home loan,1 - 4 yrs,loans| direct sales associate| policies| bfsi| finance| sanction| who,retail/personal banking,kolkata,"financial services , banking , investments , insurance","recruitment, staffing",sales officer,88.35769124,22.5414185,2657
"sr. resident, general & laparoscopic surgery",2 - 6 yrs,monitoring| senior resident| ram| dnb| dmc,medical professional,delhi,"medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",surgeon,77.2219388,28.6517178,3852
angular developer - fulcrum digital,4 - 6 yrs,angularjs| css| responsive web design| javascript| bootstrap| html| json| jquery| web development| grunt,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,3209
business development manager,vide,networking|network|lead|network|lead|network|network|lead|network|networking|lead|leading|network|lead|network|lead|network|leading|lead|network|network|lead|network|lead|lead|lead|network|network|lead|network|network|network|lead|networking|lead|lead|network|lead|networking|lead|lead|network|network|lead|network|networking|lead|lead|lead|lead|network|network|lead,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,4450
devops engineer - tools & automation,5 - 8 yrs,python| open source| database| automation| java| linux| perl| monitoring| nosql,programming & design,navi mumbai,"it software - application programming , maintenance","it-software, software services",software developer,73.0198537,19.0308262,4127
great opportunity to join top mncs in kolkata! grab them while it last,0 - 3 yrs,pr| international bpo| chat process| aviation| back office| web chat| guest relations| public speaking| bcom| fresher| inbound process| outbound| uk process| icse| communication skills| cbse,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),88.35769124,22.5414185,4664
qa functional testing,3 - 6 yrs,qa| functional testing,programming & design,bengaluru,it software - qa & testing,"it-software, software services",testing engineer,77.590082,12.9767936,2155
sales engineer,2 - 7 yrs,sales engineering,retail sales,bengaluru,"sales , retail , business development","automobile, auto anciliary, auto components",sales/business development manager,77.590082,12.9767936,3534
software engineer - unity developer,3 - 8 years,design development|software engineering|lighting|computer science|product quality|automation testing|asset management|gui|object oriented programming|android,programming & design,bengaluru,it software - mobile,telecom / isp,software developer,77.590082,12.9767936,4927
associate level 1 - fund accounting,1 - 5 yrs,nav calculation| fund accounting| automation| corporate actions| accounting| process improvement| analytical| reconciliation| standard operating procedures| subject matter expert,accounts,chennai,"accounts , finance , tax , company secretary , audit","banking, financial services, broking",accounts executive/accountant,80.270186,13.0836939,1906
associate principal analyst - network security research,3 - 7 yrs,networking| secondary research| recruitment| analyst| network security| research| ips| advisory| firewall,system design/implementation/erp/crm,gurgaon,"it software - application programming , maintenance","it-software, software services",business analyst,77.00270015,28.42826235,6272
training specialist,4 - 8 yrs,team management| training need analysis| sales training| retail sales| ms office| product training| training| team building| skill development| retail marketing| trainer| regional management| competency mapping| training delivery,programming & design,gurgaon,other,"telcom, isp",other,77.00270015,28.42826235,1784
urgent opening for field recruiter,1 - 6 yrs,hiring| hris| procurement| hr| sourcing| recruitment| staffing,hr/ recruitment / ir,delhi ncr,"hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,77.1212148,28.6882438,3186
java developer,4 - 7 yrs,computer science| continuous improvement,programming & design,kolkata,"it software - application programming , maintenance","internet, ecommerce",software developer,88.35769124,22.5414185,5744
urgent openings for pharma freshers,0 - 3 yrs,pharmaceutical| medical| pharma| medical billing| healthcare,medical professional,pune,"medical , healthcare , r&d , pharmaceuticals , biotechnology","pharma, biotech, clinical research",medical representative,73.8544541,18.521428,5195
front end developer - wordpress/html/css/javascript,3 - 5 yrs,css| wordpress| mysql| javascript| php| html| jquery| seo| ajax| hosting,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,3683
mechanical maintenance – btech / diploma,0 - 2 years,mechanical operation|preventive maintenance|mechanical|engineeringbreak down maintenance|mechanical maintenance,"suguna group was founded in the year 1984 with the inception of suguna foods in poultry sector by first generation entrepreneurs. suguna is a usd 1.3 billion (inr 9,000 cr) group and leader in indian protein food/animal farming industry. with an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. group companies are suguna foods, suguna dairy, globion, aminovit srilanka, suguna bangladesh and kenya. suguna foods is the largest poultry enterprise in india and it ranks among the top 10 worldwide. the fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. with the intent to provide consumers with fresh, clean and hygienic packed chicken, suguna has set up a chain of modern retail outlets in the name of ã¢â‚¬ëœdaily fresshã¢â‚¬â„¢. suguna foods pioneered contract farming in poultry industry, and now has presence in 21 states in india. suguna as a brand is known for its quality products which has been well accepted by the consumers. suguna group always believes in energising rural india and providing nutritional security to india and is proud to associate with the mission of improving livelihood of 38,000 farmers",hyderabad,other,fmcg / foods / beverage,"suguna group was founded in the year 1984 with the inception of suguna foods in poultry sector by first generation entrepreneurs. suguna is a usd 1.3 billion (inr 9,000 cr) group and leader in indian protein food/animal farming industry. with an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. group companies are suguna foods, suguna dairy, globion, aminovit srilanka, suguna bangladesh and kenya. suguna foods is the largest poultry enterprise in india and it ranks among the top 10 worldwide. the fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. with the intent to provide consumers with fresh, clean and hygienic packed chicken, suguna has set up a chain of modern retail outlets in the name of ã¢â‚¬ëœdaily fresshã¢â‚¬â„¢. suguna foods pioneered contract farming in poultry industry, and now has presence in 21 states in india. suguna as a brand is known for its quality products which has been well accepted by the consumers. suguna group always believes in energising rural india and providing nutritional security to india and is proud to associate with the mission of improving livelihood of 38,000 farmers",78.4740613,17.360589,6087
php developer,2 - 6 yrs,javascript| html| ajax| jquery| php mysql| smarty| api| analytical| third party| software development life cycle,programming & design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,5509
sr.consultant-power distribution,4 - 7 years,renewable energy|power distribution|power sector|banking|electricals,voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations",accounting / finance,associate/senior associate -(nontechnical),77.00270015,28.42826235,4560
"chinese, spanish language expert (proofcheck medical content),",2 - 7 yrs,spanish language expert| chinese| spanish| medical,journalist/writer,"delhi ncr,bengaluru","journalism , editing , content","medical, healthcare, hospitals",proof reader,121.0977529,14.6719732,4235
hiring for tech sales_inbound uk/ us voice process,1 - 5 yrs,sales associate| support| voice process| issue| senior| technical| inbound calls| bonus| us shift| software,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,3101
support engineers (female candidates),1 - 5 yrs,mcse| database| support engineer,back office/web/transaction processing,hyderabad,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),78.4740613,17.360589,3096
ms sql developer : 0 - 2 years (only male candidates),1 - 3 yrs,ssrs| sql server| stored procedures| sql development| ms sql,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,1934
machine learning engineer || gurgaon/chandigarh location,3 - 8 yrs,git| linux| machine learning| python,programming & design,"delhi ncr,chandigarh","it software - application programming , maintenance","it-software, software services",software developer,77.1212148,19.0759899,2319
nurses,2 - 5 yrs,gnm| business executive,medical professional,pune,"medical , healthcare , r&d , pharmaceuticals , biotechnology","internet, ecommerce",nurse,73.8544541,18.521428,2098
marketing executive,2 - 7 yrs,institutions| relationships| marketing executive| customer| customers| implementation| company| site| product,marketing,"noida,noida/greater noida","marketing , advertising , mr , pr , media planning","it-software, software services",direct marketing executive,77.3327483,28.54322285,4807
hr recruiter (volume hiring),2 - 5 years,recruitment|volume hiring|hr|bpo hiring|sourcing|interviewing|onboarding|staffing|orientation|human resource management,hr/ recruitment / ir,gurgaon,"hr , recruitment , administration , ir",bpo / call centre / ites,hr executive,77.00270015,28.42826235,6631
java full stack developer,4 - 7 yrs,java| css| rest| spring mvc| javascript| html| jpa| spring boot| jquery| web services,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,6708
gm finance- export import company,10 - 17 yrs,financial analysis| financial planning| taxation| vp finance,senior management,mumbai,"accounts , finance , tax , company secretary , audit","export, import",head/vp/gm-finance/audit,72.8773928,19.0759899,2007
content writer,1 - 3 yrs,publishing| seo| content management| social media| wordpress| management systems| research| brand awareness| web technologies| journalism,content development,bengaluru,"journalism , editing , content","advertising, pr, mr, event management",content developer,77.590082,12.9767936,4162
job opening for sm/avp_credit audit_mumbai,7 - 10 yrs,auditing| audit planning| risk assessment| banking| credit risk| credit policy,senior management,mumbai,"accounts , finance , tax , company secretary , audit","banking, financial services, broking",head/vp/gm-cfo/financial controller,72.8773928,19.0759899,3882
ios game developer,3 - 8 yrs,c++| development| gaming| c| software| html| ios| opengl| iphone| design| mysql| javascript,programming & design,"faridabad,gurgaon,mumbai","it software - application programming , maintenance","it-software, software services",software developer,77.2005601,28.4070322,1860
hiring: executive-business developer(seller acquisition) on contract,1 - 4 yrs,business development| e - commerce| sales executive| sales associate| sales officer| sales| field sales| mba fresher| fresher| new product development| channel sales,retail sales,ahmedabad,"sales , retail , business development","internet, ecommerce",sales executive/officer,72.5797068,23.0216238,3241
java/j2ee application developer,3 - 6 yrs,rest| java| sql| oop| angularjs| ui development| oracle,programming & design,mumbai,"it software - application programming , maintenance","banking, financial services, broking",software developer,72.8773928,19.0759899,3436
"accepting application for intership for java, php, web design, android",0 - 1 yrs,javascript| php| html| visualization| jquery| web| programming| commerce| web designing| application| android,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,2821
automation-expert-senior-automation-expert,3 - 5 yrs,process automation| commodity markets| artificial intelligence| market intelligence| machine learning| corporate| relationship| operations| analytics| robotics,programming & design,"gurgaon,haryana",it software - qa & testing,"it-software, software services",team lead/technical lead,77.00270015,28.42826235,2090
product manager- marketing(consumer durables),5 - 10 yrs,it sales| marketing campaigns| social media| btl| marketing management| digital marketing| dealer sales| channel partners| communication skills| process flow,institutional sales,mumbai,"sales , retail , business development","banking, financial services, broking",sales/business development manager,72.8773928,19.0759899,2385
embedded android engineer,10 - 12 yrs,android| troubleshooting| middleware| firmware| soc| linux kernel| bluetooth| computer science| test scripts| test strategy,programming & design,noida,"it software - embedded , eda , vlsi , asic , chip design","semiconductors, electronics",software developer,77.3271074,28.5707841,1880
inbound international bpo voice process-us shift,1 - 4 yrs,outbound| antivirus| technical support| voice process| technical support executive| us shift| inbound voice process| customer service executive| comp| international bpo,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,6309
jr. support executives,1 - 6 yrs,vide,other,mumbai,"it hardware , technical support , telecom engineering",it-hardware & networking,fresher,72.8773928,19.0759899,6466
sales executive,0 - 1 yrs,sales executive| cold calling| market research| customer profiling| sales executive| marketing executive| distributors| business development| sales strategy,retail sales,"coimbatore,raipur,visakhapatnam,pune","sales , retail , business development","industrial products, heavy machinery",sales executive/officer,77.1212148,19.0759899,2329
recruitment officer,0 - 1 yrs,administration| hr| recruitment| recruitment executive| ir,hr/ recruitment / ir,bengaluru,"hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,77.590082,12.9767936,1824
senior principal software engineer,8 - 10 yrs,web development| analytics| healthcare| software design| monitoring| jira| computer science| backend| inside sales| cloud,programming & design,pune,"it software - application programming , maintenance","bpo, call centre, ites",technical architect,73.8544541,18.521428,3944
senior branch sales & development head - agency - general insurance,5 - 9 yrs,team management| advisory services| general insurance| sales initiatives| financial products| distributor sales| branch sales| sales development| motor insurance| marketing,general insurance,"delhi ncr,mumbai,pune,ahmedabad,gurgaon,nagpur,gujarat,maharashtra,nashik","financial services , banking , investments , insurance",insurance,branch manager,77.1212148,19.0759899,2887
pharma/nutrition sales profile opening with hexagon nutrition,0 - 5 yrs,clinical pharmacy| mr| sales officer| territory executive| business development| sales executive,retail sales,"chennai,bengaluru","sales , retail , business development","pharma, biotech, clinical research",sales executive/officer,77.5660159,13.0140789,4992
urgent job position for sap mdg functional analyst- all over india,6 - 11 yrs,vide,system design/implementation/erp/crm,"delhi ncr,mumbai,bengaluru","it software - application programming , maintenance","it-software, software services",erp consultant,121.0977529,14.6719732,1558
manager / asst. manager - vendor development ( purchase ) - gurgaon,7 - 12 yrs,sap| procurement| scm| material| sheetmetal| sheet metal| purchase| vd| vendor development| sourcing| bop,purchase/material management,gurgaon,"supply chain , logistics , purchase , materials","industrial products, heavy machinery",purchase/vendor development manager,77.00270015,28.42826235,2929
java with angularjs and spring,3 - 6 yrs,angularjs| css| core java| dom| computer science| javascript| html| spring| ajax,programming & design,greater noida,"it software - application programming , maintenance","it-software, software services",software developer,77.5137649,28.4670734,5708
manager- admission,2 - 7 yrs,data analysis| admissions| placements| help desk| access controls| asset management,other,ghaziabad,"teaching , education , training , counselling","education, teaching, training",other,77.45268496,28.7218316,3367
full time academic writer for ca/cma- accounting & taxation,0 - 3 yrs,academic research| accounting| taxation| ifrs| us gaap| international taxation| cost accounting| company secretary| auditing| company law| corporate law| icwa| cma,programming & design,"delhi ncr,delhi,greater noida,gurgaon,noida",other,"education, teaching, training",other,77.1212148,19.0759899,3768
sales head for it consulting company in gurgaon,4 - 8 yrs,marketing| bdm| sales| business development| it sales| ncr| hardware sales,retail sales,gurgaon,"sales , retail , business development","recruitment, staffing",sales/business development manager,77.00270015,28.42826235,2522
adeeba group is currently hiring for us inbound tech process.,2 - 7 yrs,outbound| night shift| service| english| process| technical| technical support| inbound calls| voice process| group,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,2739
mechanical engineer require for shut down,5 - 10 yrs,rt| pt| mpi| ndt inspection| ndt level| diploma| quality inspection| level ii| inspection engineering| mechanical engineering| ut,production/manufacturing/maintenance,kolkata,"production , manufacturing , maintenance","oil and gas, energy, power, infrastructure",service/maintenance engineer,88.35769124,22.5414185,2459
care specialist,2 - 5 yrs,customer service| healthcare| customer relationship| windows| graphic designing| cad| illustrator| customer satisfaction| application software,voice,ahmedabad,"ites , bpo , kpo , lpo , customer service , operations","printing, packaging",associate/senior associate -(nontechnical),72.5797068,23.0216238,1678
opening for fresher,0 - 1 yrs,bpo| any graduate| voice process| voice support,voice,chennai,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),80.270186,13.0836939,6591
technical support associate / technical sales associate-inbound voice,0 - 3 yrs,outbound| antivirus| comp| technical support| technical support associate| technical sales associate| sales| technical associate| voice support| inbound calls,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,5972
head of maintenance,12 - 18 yrs,equipment maintenance| hydraulics| inventory management| management skills| maintenance head| electricals,senior management,"mumbai,pune","production , manufacturing , maintenance","automobile, auto anciliary, auto components",head/vp/gm-production/manufacturing/maintenance,73.85682537,18.52930005,6176
"tcs hiring for support analyst - bigdata(apache hadoop,aws certified)",2 - 6 yrs,hive| apache| itil process| hadoop| big data| aws| core java,programming & design,chennai,"it software - application programming , maintenance","it-software, software services",software developer,80.270186,13.0836939,4642
job opening for corporate sales (insurance broking) mumbai/ bangalore,3 - 8 yrs,motor insurance| insurance sales| insurance broking| general insurance,corporate sales,"mumbai,bengaluru","sales , retail , business development",insurance,sales/business development manager,77.5718472,13.0002869,2977
spring boot,3 - 8 years,sql|hibernate|multithreading|ooad|eclipse|business process|outsourcing|version control|memory management|control system,programming & design,bengaluru,"it software - application programming , maintenance",it-software / software services,team lead/technical lead,77.590082,12.9767936,5170
sr. engineer design (mechanical),2 - 6 yrs,catia| autocad| pressure vessels| mechanical| primavera| pscad,engineering design,pune,"engineering design , r&d","strategy, management consulting firms",senior design engineer,73.8544541,18.521428,2998
senior manager cost & program management,6 - 9 yrs,team management| project execution| program management| customer experience| data analytics| supply chain| operations planning,purchase/material management,bengaluru,purchase / logistics / supply chain,"internet, ecommerce",purchase/vendor development manager,77.590082,12.9767936,6415
manager sales commercial segment,4 - 9 yrs,business development management| sales management,retail sales,"delhi ncr,chandigarh,mohali","sales , retail , business development","real estate, property",sales/business development manager,77.1212148,19.0759899,2264
outbound sales executive,1 - 5 yrs,outbound sales| tele sales| sales executive activities,programming & design,pune,other,other,other,73.8544541,18.521428,6063
us tech process,0 - 1 yrs,technical support| outbound| comp| technical| domestic bpo| us shift| process| inbound calls| bonus,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(technical),88.35769124,22.5414185,4291
"community manager,",0 - 1 yrs,operations| inventory management| vendor management| bhm| hospitality| front office| guest relations| hospitality management| hotel management,front office/customer care,bengaluru,"hotels , restaurants","travel , hotels , restaurants , airlines , railways",front office/guest relations executive/manager,77.590082,12.9767936,5975
software engineer- mobile applications - android,3 - 8 yrs,financial s| windows| android| mobile development,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,1915
hardware board design engineer,3 - 8 yrs,hardware board design| mixed signal| design engineering,programming & design,bengaluru,"it software - embedded , eda , vlsi , asic , chip design","it-software, software services",software developer,77.590082,12.9767936,5066
corporate head - operations,5 - 10 yrs,environment| functional| operations| business| verbal communication| coaching| analytical skills,senior management,mumbai,"ites , bpo , kpo , lpo , customer service , operations","security, law enforcement",head/vp/gm-operations,72.8773928,19.0759899,5426
hr recruitment executive,1 - 3 yrs,screening| linkedin| it recruitment| hr recruitment| database| recruiter| sourcing| interviewing| recruitment,hr/ recruitment / ir,noida,"hr , recruitment , administration , ir","bpo, call centre, ites",recruitment executive,77.3271074,28.5707841,5525
software engineer android,2 - 6 yrs,java| linux| server| development| eclipse ide| c| technical| mobile| eclipse| objective c| usability| ui| design| debugging| backend| developer| programming| applications,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,4995
sales coordinator,0 - 2 yrs,retail sales| sales executive activities| revenue generation| inhouse sales,retail sales,ahmedabad,"sales , retail , business development","retail, wholesale",counter sales,72.5797068,23.0216238,2453
ecommerce executive,0 - 5 yrs,bpo| customer support| international bpo| voice process| international voice| international voice process,voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.00270015,28.42826235,2912
team lead / dev lead,5 - 7 yrs,j2ee| core java| jquery| erp| tomcat| eclipse| open source| selenium| computer science| ofbiz,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",team lead/technical lead,77.590082,12.9767936,3472
andriod developer,0 - 2 yrs,android development| android studio| java| troubleshooting| api testing| api,programming & design,"mumbai,mumbai suburbs",other,"media, entertainment, internet",other,72.9249,19.0637885,6374
physics teacher,4 - 6 yrs,counselor| mentor| trainer| advisor| teaching,subject teachers (tgt/pgt),mumbai,"teaching , education , training , counselling","education, teaching, training",physics teacher,72.8773928,19.0759899,5664
manager sales &amp; marketing,12 - 15 yrs,lead generation| branding| business development| sales management| market research| competitive intelligence| market analysis| marketing,institutional sales,"delhi ncr,mumbai","sales , retail , business development","chemicals, petrochemical, plastic, rubber",sales/business development manager,121.0977529,14.6719732,6661
design engineer,2 - 7 yrs,wireless| automation| simulation| networking| aerospace| fpga| coding| system verilog| automotive| physical design,engineering design,hyderabad,"engineering design , r&d","it-software, software services",design engineer,78.4740613,17.360589,2555
very urgent opening for it recruiter & non it recruiter !! apply now,1 - 5 yrs,hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| it,hr/ recruitment / ir,pune,"hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,73.8544541,18.521428,5520
associate,0 - 3 yrs,associate,accounts,bengaluru,"accounts , finance , tax , company secretary , audit","accounting, finance",accounts executive/accountant,77.590082,12.9767936,2192
receptionist (female),1 - 5 yrs,receptionist| administration| front desk| travel arrangements| front office| computer operating,programming & design,delhi,"executive assistant , front office , data entry","banking, financial services, broking",receptionist,77.2219388,28.6517178,3410
senior .net developer,2 - 7 yrs,javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c,programming & design,"ahmedabad,ahmedabad","it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,1670
sales manager : school & higher academic books,5 - 10 yrs,marketing executive| sales| distributors| customer profiling| sales strategy| market research| business development| sales executive,corporate sales,"bengaluru,hyderabad,chennai,mumbai","sales , retail , business development",publishing,sales/business development manager,77.1212148,19.0759899,6923
supply chain - import export executive,1 - 2 yrs,qms| impex| environmental management system| warehouse management system| export import logistics,logistics,chennai,purchase / logistics / supply chain,"automobile, auto anciliary, auto components",logistics executive,80.270186,13.0836939,1838
walk-in drive for java dev/sr. dev on 29th june at delhi,2 - 7 yrs,java| core java| j2ee| hibernate| spring| ldap| adfs| json| soap| jquery| rest| javascript| java web services| java api| advanced java| mvc| web services| open source| soa| cloud| spring integration,programming & design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,2257
hiring for spring boot developer-noida,2 - 3 yrs,spring boot| spring security| spring mvc,programming & design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,4379
dynamic crm architect,8 - 12 yrs,dynamics crm| .net| azure| visual studio| microsoft dynamics| solution management| root cause| microservices| .net development,programming & design,bengaluru,"it software - erp , crm","it-software, software services",technical architect,77.590082,12.9767936,2417
se / sse - data,3 - 8 yrs,vide,programming & design,bengaluru,"it software - application programming , maintenance","telcom, isp",software developer,77.590082,12.9767936,5800
hiring for accounts manager (business development)- radio in,2 - 6 yrs,marketing strategy| strategic thinking| interpersonal communication| sales| promotions| accounting| account management| team leading| business development management| advertising,retail sales,mumbai,"sales , retail , business development","media, entertainment, internet",sales/business development manager,72.8773928,19.0759899,5115
